DemandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,SfcNum,SfcRequest
0,7316,4440,0,363.54380218751885,762,0,0,-1,0,3,0|2|5
1,7638,228,0,263.6928614691722,117,0,0,-1,0,3,1|5|4
2,5377,895,0,370.34636155614345,136,0,0,-1,0,3,1|2|4
3,3950,9407,0,321.3393994891717,28,0,0,-1,0,3,0|5|1
4,855,3760,0,351.77397899651066,39,0,0,-1,0,3,5|3|1
5,9788,7436,0,350.5533246896618,92,0,0,-1,0,3,1|4|2
6,1874,2551,0,264.5666426814093,196,0,0,-1,0,3,3|1|5
7,9949,6985,0,361.56185293612754,362,0,0,-1,0,3,5|1|4
8,5717,1695,0,328.51598671711463,157,0,0,-1,0,3,3|5|4
9,2855,1934,0,179.86228010196197,54,0,0,-1,0,3,1|3|2
10,3507,4962,0,328.6919448622039,95,0,0,-1,0,3,2|4|5
11,6518,5741,0,362.2604555800926,186,0,0,-1,0,3,3|1|0
12,5343,9801,0,377.9771317514684,77,0,0,-1,0,3,0|4|2
13,8166,5971,0,411.93551205452826,979,0,0,-1,0,3,1|3|4
14,9103,2873,0,422.991905971084,110,0,0,-1,0,3,2|3|5
15,5107,8154,0,360.49241595251937,128,0,0,-1,0,3,3|5|2
16,7964,73,0,373.60333149132924,253,0,0,-1,0,3,2|0|3
17,6493,7601,0,397.7644966463962,268,0,0,-1,0,3,4|5|3
18,1629,6128,0,351.30795987232545,539,0,0,-1,0,3,4|0|2
19,6763,8242,0,390.252757220394,97,0,0,-1,0,3,3|0|2
20,8184,5850,0,435.83064492770393,102,0,0,-1,0,3,0|4|5
21,6672,110,0,326.7635537825864,387,0,0,-1,0,3,5|3|1
22,8266,6083,0,293.6736069595527,538,0,0,-1,0,3,0|2|5
23,0,2666,0,300.1816012934716,48,0,0,-1,0,3,0|4|1
24,3673,9192,0,321.295987244329,337,0,0,-1,0,3,0|1|2
25,8070,6193,0,349.16944590782424,119,0,0,-1,0,3,1|2|0
26,4318,9668,0,392.5623162697249,153,0,0,-1,0,3,3|0|2
27,5387,4518,0,373.1734386020861,58,0,0,-1,0,3,2|4|1
28,3719,5431,0,389.48025471352645,90,0,0,-1,0,3,4|2|0
29,9831,5566,0,407.7090692690971,34,0,0,-1,0,3,1|5|3
30,114,9360,0,382.31432606736945,78,0,0,-1,0,3,5|0|4
31,9423,7495,0,317.9376390474871,633,0,0,-1,0,3,1|0|4
32,3912,3439,0,403.0209324603288,172,0,0,-1,0,3,3|0|4
33,47,4617,0,277.3121783944799,168,0,0,-1,0,3,5|2|3
34,7410,4410,0,375.0920601945326,134,0,0,-1,0,3,0|5|2
