LinkID,SourceID,DestinationID,Peer ID,Cost,Bandwidth,Delay,SRLGNum,SRLGs
0,0,125,0,52,1200,57,0,
1,125,0,0,93,1200,5,0,
2,0,369,0,15,1200,71,0,
3,369,0,0,72,1200,86,0,
4,0,395,0,61,1200,95,0,
5,395,0,0,21,1200,32,0,
6,0,2544,0,83,1200,72,0,
7,2544,0,0,87,1200,41,0,
8,0,2564,0,75,1200,42,0,
9,2564,0,0,75,1200,75,0,
10,0,2756,0,88,1200,65,0,
11,2756,0,0,24,1200,40,0,
12,0,2925,0,3,1200,83,0,
13,2925,0,0,22,1200,38,0,
14,0,2991,0,53,1200,42,0,
15,2991,0,0,2,1200,37,0,
16,0,3518,0,88,1200,56,0,
17,3518,0,0,30,1200,71,0,
18,1,104,0,38,1200,55,0,
19,104,1,0,2,1200,89,0,
20,1,353,0,64,1200,54,0,
21,353,1,0,60,1200,22,0,
22,1,500,0,21,1200,27,0,
23,500,1,0,33,1200,47,0,
24,1,1012,0,76,1200,38,0,
25,1012,1,0,58,1200,39,0,
26,1,1231,0,22,1200,15,0,
27,1231,1,0,89,1200,66,0,
28,1,3177,0,49,1200,61,0,
29,3177,1,0,91,1200,60,0,
30,1,3182,0,59,1200,8,0,
31,3182,1,0,42,1200,44,0,
32,1,3218,0,92,1200,43,0,
33,3218,1,0,60,1200,6,0,
34,1,3985,0,80,1200,84,0,
35,3985,1,0,15,1200,27,0,
36,2,146,0,62,1200,45,0,
37,146,2,0,62,1200,23,0,
38,2,314,0,47,1200,81,0,
39,314,2,0,62,1200,13,0,
40,2,709,0,51,1200,68,0,
41,709,2,0,55,1200,84,0,
42,2,1717,0,64,1200,64,0,
43,1717,2,0,3,1200,25,0,
44,2,1815,0,51,1200,86,0,
45,1815,2,0,7,1200,52,0,
46,2,2968,0,21,1200,48,0,
47,2968,2,0,73,1200,61,0,
48,2,3450,0,39,1200,17,0,
49,3450,2,0,18,1200,40,0,
50,2,3903,0,4,1200,75,0,
51,3903,2,0,89,1200,89,0,
52,3,1079,0,60,1200,69,0,
53,1079,3,0,14,1200,85,0,
54,3,1084,0,9,1200,26,0,
55,1084,3,0,90,1200,80,0,
