DemandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,SfcNum,SfcRequest
0,53,28,0,104.05081333163484,99.03735023456093,0,0,-1,0,3,3|4|2
1,103,20,0,65.83655925001555,40.565847583880604,0,0,-1,0,3,5|3|2
2,97,43,0,91.84178248595308,20.63880145168104,0,0,-1,0,3,0|5|3
3,48,10,0,89.38566329398991,73.50873597824383,0,0,-1,0,3,4|2|5
4,12,48,0,66.26079136577802,27.891950687169327,0,0,-1,0,3,2|3|5
5,85,34,0,83.56740621870482,68.75538647326789,0,0,-1,0,3,5|0|1
6,59,48,0,97.10536113302324,85.3075676088862,0,0,-1,0,3,2|4|1
7,99,7,0,104.76604079558575,54.12812657245618,0,0,-1,0,3,1|0|2
8,72,91,0,82.00177109807589,53.51950911667307,0,0,-1,0,3,2|1|3
9,58,18,0,82.89090450173862,91.94878803007673,0,0,-1,0,3,2|1|4
10,95,74,0,86.34598134023736,49.81960880849721,0,0,-1,0,3,3|4|5
11,97,22,0,102.61236183505062,102.58362829897138,0,0,-1,0,3,4|0|2
12,25,19,0,95.11446237385034,75.8839042906252,0,0,-1,0,3,2|1|0
13,14,46,0,121.02399681436698,36.49587516919564,0,0,-1,0,3,2|1|0
14,10,93,0,88.28085301715396,24.123061094973906,0,0,-1,0,3,3|0|1
15,70,21,0,99.01035638452674,116.07991966082008,0,0,-1,0,3,2|4|3
16,96,93,0,73.30630531744147,53.889152999717204,0,0,-1,0,3,5|1|2
17,0,9,0,122.43230288449625,17.414036092133824,0,0,-1,0,3,5|0|1
18,42,9,0,104.133869242459,83.58755561259086,0,0,-1,0,3,4|1|2
19,16,92,0,55.2920632803947,36.729696663529694,0,0,-1,0,3,4|5|3
20,93,43,0,96.72258723806445,30.922979928489266,0,0,-1,0,3,0|1|4
21,54,23,0,55.40501710260091,106.1934549477638,0,0,-1,0,3,2|3|1
22,103,109,0,78.8774083355893,81.73593833983743,0,0,-1,0,3,4|0|5
23,1,11,0,80.29433068621597,63.42052379957903,0,0,-1,0,3,1|5|3
24,51,7,0,90.43477687511732,118.38397281576985,0,0,-1,0,3,1|3|0
25,65,10,0,122.15152792757964,84.27338089644992,0,0,-1,0,3,1|0|4
26,15,72,0,124.50999130955655,78.13196613653135,0,0,-1,0,3,1|4|0
27,91,40,0,124.60047670127256,24.39661103402021,0,0,-1,0,3,1|2|3
28,58,40,0,109.57785793958477,78.32751810424021,0,0,-1,0,3,0|5|3
29,106,69,0,79.77931027451456,83.46495240838419,0,0,-1,0,3,5|2|0
30,84,13,0,117.03849651304057,107.86839777062801,0,0,-1,0,3,1|2|0
31,19,34,0,92.71213450759224,88.93734058526778,0,0,-1,0,3,2|4|1
32,81,109,0,91.02281183354691,37.62333772768835,0,0,-1,0,3,2|4|3
33,88,19,0,92.84636809157914,74.07605231387734,0,0,-1,0,3,4|0|2
34,26,87,0,59.84485315036259,95.81278660585869,0,0,-1,0,3,1|0|2
35,52,79,0,70.70819635955266,105.10662658419604,0,0,-1,0,3,5|1|4
36,103,22,0,116.1580898482162,91.02209189305903,0,0,-1,0,3,3|0|1
37,89,13,0,108.35304187531179,34.467708930023086,0,0,-1,0,3,3|0|5
38,58,44,0,98.68846770113835,12.603087817159668,0,0,-1,0,3,2|1|4
39,42,35,0,77.28891111275753,80.56299124683905,0,0,-1,0,3,0|2|4
40,107,68,0,85.45684286170048,106.47422527331163,0,0,-1,0,3,2|0|4
41,73,24,0,86.57843185856377,10.186040604049241,0,0,-1,0,3,2|0|3
42,68,87,0,91.73740103686838,57.44271395874856,0,0,-1,0,3,5|1|2
43,85,52,0,88.88443355141877,70.9853725433473,0,0,-1,0,3,2|3|5
44,106,0,0,79.97267272627566,57.28769649888181,0,0,-1,0,3,2|5|1
45,65,60,0,119.31172562515106,41.21650454923302,0,0,-1,0,3,5|1|0
