NodeID,Capacity,Delay,Cost,Function
0,8000,19,28.5,
1,8000,19,28.5,4
2,8000,19,28.5,0
3,8000,19,28.5,
4,8000,19,28.5,
5,8000,19,28.5,
6,8000,19,28.5,
7,8000,19,28.5,
8,8000,19,28.5,3
9,8000,19,28.5,2
10,8000,19,28.5,3
11,8000,19,28.5,
12,8000,19,28.5,
13,8000,19,28.5,
14,8000,19,28.5,
15,8000,19,28.5,
16,8000,19,28.5,
17,8000,19,28.5,
18,8000,19,28.5,
19,8000,19,28.5,
20,8000,19,28.5,
21,8000,19,28.5,1
22,8000,19,28.5,2
23,8000,19,28.5,
24,8000,19,28.5,4
25,8000,19,28.5,
26,8000,19,28.5,
27,8000,19,28.5,5
28,8000,19,28.5,
29,8000,19,28.5,
30,8000,19,28.5,3
31,8000,19,28.5,
32,8000,19,28.5,5
33,8000,19,28.5,2
34,8000,19,28.5,
35,8000,19,28.5,
36,8000,19,28.5,
37,8000,19,28.5,
38,8000,19,28.5,
39,8000,19,28.5,0|2
40,8000,19,28.5,
41,8000,19,28.5,
42,8000,19,28.5,
43,8000,19,28.5,
44,8000,19,28.5,
45,8000,19,28.5,
46,8000,19,28.5,
47,8000,19,28.5,
48,8000,19,28.5,2
49,8000,19,28.5,4
50,8000,19,28.5,0
51,8000,19,28.5,
52,8000,19,28.5,5
53,8000,19,28.5,
54,8000,19,28.5,
55,8000,19,28.5,
56,8000,19,28.5,
57,8000,19,28.5,4
58,8000,19,28.5,
59,8000,19,28.5,0
60,8000,19,28.5,1
61,8000,19,28.5,
62,8000,19,28.5,
63,8000,19,28.5,
64,8000,19,28.5,
65,8000,19,28.5,
66,8000,19,28.5,
67,8000,19,28.5,
68,8000,19,28.5,
69,8000,19,28.5,
70,8000,19,28.5,
71,8000,19,28.5,
72,8000,19,28.5,
73,8000,19,28.5,5
74,8000,19,28.5,3
75,8000,19,28.5,
76,8000,19,28.5,5
77,8000,19,28.5,5
78,8000,19,28.5,
79,8000,19,28.5,
80,8000,19,28.5,
81,8000,19,28.5,
82,8000,19,28.5,5
83,8000,19,28.5,1|5
84,8000,19,28.5,
85,8000,19,28.5,
86,8000,19,28.5,
87,8000,19,28.5,
88,8000,19,28.5,4
89,8000,19,28.5,5
90,8000,19,28.5,
91,8000,19,28.5,
92,8000,19,28.5,5
93,8000,19,28.5,
94,8000,19,28.5,
95,8000,19,28.5,
96,8000,19,28.5,
97,8000,19,28.5,
98,8000,19,28.5,3
99,8000,19,28.5,5
100,8000,19,28.5,
101,8000,19,28.5,
102,8000,19,28.5,
103,8000,19,28.5,0
104,8000,19,28.5,
105,8000,19,28.5,3|5
106,8000,19,28.5,
107,8000,19,28.5,
108,8000,19,28.5,
