LinkID,SourceID,DestinationID,Peer ID,Cost,Bandwidth,Delay,SRLGNum,SRLGs
0,0,1605,0,12,1200,11,0,
1,1605,0,0,13,1200,11,0,
2,0,3342,0,72,1200,98,0,
3,3342,0,0,83,1200,16,0,
4,0,3847,0,95,1200,65,0,
5,3847,0,0,40,1200,93,0,
6,0,4249,0,58,1200,23,0,
7,4249,0,0,26,1200,30,0,
8,0,5061,0,92,1200,56,0,
9,5061,0,0,43,1200,36,0,
10,0,6102,0,91,1200,88,0,
11,6102,0,0,82,1200,73,0,
12,1,875,0,51,1200,24,0,
13,875,1,0,14,1200,7,0,
14,1,2647,0,29,1200,92,0,
15,2647,1,0,98,1200,83,0,
16,1,5845,0,9,1200,73,0,
17,5845,1,0,6,1200,26,0,
18,1,6853,0,8,1200,37,0,
19,6853,1,0,72,1200,5,0,
20,1,7055,0,37,1200,35,0,
21,7055,1,0,14,1200,29,0,
22,1,7111,0,8,1200,74,0,
23,7111,1,0,56,1200,44,0,
24,2,677,0,58,1200,55,0,
25,677,2,0,42,1200,73,0,
26,2,1664,0,19,1200,71,0,
27,1664,2,0,87,1200,70,0,
28,2,1722,0,7,1200,99,0,
29,1722,2,0,34,1200,15,0,
30,2,1861,0,86,1200,17,0,
31,1861,2,0,44,1200,99,0,
32,2,1947,0,33,1200,25,0,
33,1947,2,0,1,1200,24,0,
34,2,2951,0,87,1200,27,0,
35,2951,2,0,23,1200,33,0,
36,2,3598,0,93,1200,21,0,
37,3598,2,0,49,1200,16,0,
38,2,4107,0,53,1200,27,0,
39,4107,2,0,62,1200,79,0,
40,2,4512,0,91,1200,4,0,
41,4512,2,0,85,1200,75,0,
42,2,7018,0,24,1200,15,0,
43,7018,2,0,3,1200,87,0,
44,2,7721,0,20,1200,78,0,
45,7721,2,0,79,1200,51,0,
46,3,1210,0,87,1200,40,0,
47,1210,3,0,9,1200,17,0,
48,3,1566,0,31,1200,14,0,
49,1566,3,0,76,1200,84,0,
50,3,1821,0,51,1200,22,0,
51,1821,3,0,91,1200,46,0,
52,3,2918,0,98,1200,94,0,
53,2918,3,0,72,1200,32,0,
54,3,3510,0,6,1200,19,0,
55,3510,3,0,7,1200,65,0,
56,3,3795,0,24,1200,23,0,
57,3795,3,0,2,1200,85,0,
58,3,4188,0,93,1200,42,0,
59,4188,3,0,41,1200,38,0,
60,3,4334,0,27,1200,31,0,
61,4334,3,0,2,1200,27,0,
62,3,5366,0,88,1200,26,0,
63,5366,3,0,8,1200,15,0,
64,3,5578,0,28,1200,18,0,
65,5578,3,0,8,1200,90,0,
66,3,6589,0,8,1200,63,0,
67,6589,3,0,21,1200,25,0,
68,3,6731,0,11,1200,78,0,
69,6731,3,0,3,1200,5,0,
70,3,7147,0,99,1200,66,0,
71,7147,3,0,58,1200,78,0,
72,4,245,0,12,1200,35,0,
73,245,4,0,9,1200,81,0,
74,4,343,0,81,1200,34,0,
75,343,4,0,69,1200,67,0,
76,4,1538,0,97,1200,57,0,
77,1538,4,0,40,1200,86,0,
78,4,2309,0,48,1200,90,0,
79,2309,4,0,24,1200,97,0,
80,4,3712,0,94,1200,56,0,
81,3712,4,0,76,1200,14,0,
82,4,3977,0,35,1200,98,0,
83,3977,4,0,92,1200,19,0,
84,4,5194,0,93,1200,80,0,
85,5194,4,0,7,1200,35,0,
86,4,5678,0,55,1200,90,0,
87,5678,4,0,97,1200,68,0,
88,4,5921,0,26,1200,25,0,
89,5921,4,0,78,1200,61,0,
90,4,6744,0,63,1200,70,0,
91,6744,4,0,73,1200,41,0,
92,4,7426,0,45,1200,54,0,
93,7426,4,0,84,1200,63,0,
94,5,406,0,69,1200,93,0,
95,406,5,0,80,1200,39,0,
96,5,617,0,74,1200,81,0,
97,617,5,0,27,1200,87,0,
98,5,620,0,39,1200,74,0,
99,620,5,0,25,1200,95,0,
100,5,691,0,49,1200,61,0,
101,691,5,0,64,1200,5,0,
102,5,818,0,52,1200,79,0,
103,818,5,0,1,1200,61,0,
104,5,1258,0,81,1200,27,0,
105,1258,5,0,88,1200,50,0,
106,5,2636,0,34,1200,61,0,
107,2636,5,0,50,1200,24,0,
108,5,3651,0,24,1200,36,0,
109,3651,5,0,1,1200,50,0,
110,5,3673,0,1,1200,21,0,
111,3673,5,0,15,1200,82,0,
112,5,4019,0,11,1200,53,0,
113,4019,5,0,16,1200,67,0,
114,5,4160,0,83,1200,70,0,
115,4160,5,0,8,1200,39,0,
116,5,4422,0,14,1200,75,0,
117,4422,5,0,2,1200,17,0,
118,5,4931,0,73,1200,91,0,
119,4931,5,0,90,1200,46,0,
120,5,6662,0,64,1200,15,0,
121,6662,5,0,63,1200,18,0,
122,6,1849,0,39,1200,32,0,
123,1849,6,0,51,1200,39,0,
124,6,3029,0,11,1200,1,0,
125,3029,6,0,19,1200,74,0,
126,6,3154,0,87,1200,6,0,
