NodeID,Capacity,Delay,Cost,Function
0,8000,15,22.5,
1,8000,15,22.5,
2,8000,15,22.5,
3,8000,15,22.5,
4,8000,15,22.5,
5,8000,15,22.5,0|1|5
6,8000,15,22.5,
7,8000,15,22.5,
8,8000,15,22.5,
9,8000,15,22.5,4
10,8000,15,22.5,3
11,8000,15,22.5,
12,8000,15,22.5,1
13,8000,15,22.5,
14,8000,15,22.5,
15,8000,15,22.5,
16,8000,15,22.5,5
17,8000,15,22.5,
18,8000,15,22.5,
19,8000,15,22.5,
20,8000,15,22.5,
21,8000,15,22.5,
22,8000,15,22.5,3|4
23,8000,15,22.5,
24,8000,15,22.5,2
25,8000,15,22.5,
26,8000,15,22.5,
27,8000,15,22.5,2|3
28,8000,15,22.5,4
29,8000,15,22.5,
30,8000,15,22.5,
31,8000,15,22.5,2
32,8000,15,22.5,
33,8000,15,22.5,
34,8000,15,22.5,
35,8000,15,22.5,
36,8000,15,22.5,
37,8000,15,22.5,
38,8000,15,22.5,
39,8000,15,22.5,1
40,8000,15,22.5,
41,8000,15,22.5,
42,8000,15,22.5,
43,8000,15,22.5,
44,8000,15,22.5,
45,8000,15,22.5,
46,8000,15,22.5,
47,8000,15,22.5,
48,8000,15,22.5,
49,8000,15,22.5,
50,8000,15,22.5,2
51,8000,15,22.5,5
52,8000,15,22.5,
53,8000,15,22.5,0
54,8000,15,22.5,
55,8000,15,22.5,
56,8000,15,22.5,
57,8000,15,22.5,
58,8000,15,22.5,4
59,8000,15,22.5,
60,8000,15,22.5,
61,8000,15,22.5,3
62,8000,15,22.5,
63,8000,15,22.5,
64,8000,15,22.5,
65,8000,15,22.5,
66,8000,15,22.5,
67,8000,15,22.5,
68,8000,15,22.5,
69,8000,15,22.5,
70,8000,15,22.5,
71,8000,15,22.5,
72,8000,15,22.5,
73,8000,15,22.5,3
74,8000,15,22.5,
75,8000,15,22.5,
76,8000,15,22.5,
77,8000,15,22.5,
78,8000,15,22.5,
79,8000,15,22.5,
80,8000,15,22.5,4
81,8000,15,22.5,
82,8000,15,22.5,
83,8000,15,22.5,
84,8000,15,22.5,
85,8000,15,22.5,
86,8000,15,22.5,
87,8000,15,22.5,
88,8000,15,22.5,
89,8000,15,22.5,
90,8000,15,22.5,
91,8000,15,22.5,
92,8000,15,22.5,
93,8000,15,22.5,
94,8000,15,22.5,0
95,8000,15,22.5,
96,8000,15,22.5,
97,8000,15,22.5,
98,8000,15,22.5,
99,8000,15,22.5,
100,8000,15,22.5,
101,8000,15,22.5,
102,8000,15,22.5,
103,8000,15,22.5,
104,8000,15,22.5,
105,8000,15,22.5,
106,8000,15,22.5,1
107,8000,15,22.5,
108,8000,15,22.5,
109,8000,15,22.5,
110,8000,15,22.5,
111,8000,15,22.5,
112,8000,15,22.5,
113,8000,15,22.5,
114,8000,15,22.5,1
115,8000,15,22.5,
116,8000,15,22.5,2
117,8000,15,22.5,0
118,8000,15,22.5,
119,8000,15,22.5,2
120,8000,15,22.5,
121,8000,15,22.5,3
122,8000,15,22.5,
123,8000,15,22.5,
124,8000,15,22.5,1
125,8000,15,22.5,0|3
126,8000,15,22.5,
127,8000,15,22.5,
128,8000,15,22.5,
129,8000,15,22.5,
130,8000,15,22.5,
131,8000,15,22.5,
132,8000,15,22.5,3
133,8000,15,22.5,
134,8000,15,22.5,
135,8000,15,22.5,
136,8000,15,22.5,5
