LinkID,SourceID,DestinationID,Peer ID,Cost,Bandwidth,Delay,SRLGNum,SRLGs
0,0,3144,0,33,1200,88,0,
1,3144,0,0,60,1200,37,0,
2,0,3211,0,63,1200,75,0,
3,3211,0,0,83,1200,60,0,
4,0,3569,0,72,1200,69,0,
5,3569,0,0,2,1200,3,0,
6,0,3931,0,63,1200,72,0,
7,3931,0,0,73,1200,2,0,
8,0,4343,0,33,1200,88,0,
9,4343,0,0,28,1200,57,0,
10,0,5162,0,4,1200,63,0,
11,5162,0,0,95,1200,47,0,
12,1,371,0,50,1200,39,0,
13,371,1,0,20,1200,58,0,
14,1,468,0,90,1200,82,0,
15,468,1,0,78,1200,82,0,
16,1,471,0,42,1200,7,0,
17,471,1,0,66,1200,57,0,
18,1,1067,0,57,1200,94,0,
19,1067,1,0,4,1200,22,0,
20,1,1347,0,17,1200,48,0,
21,1347,1,0,68,1200,90,0,
22,1,2178,0,51,1200,39,0,
23,2178,1,0,4,1200,2,0,
24,1,2608,0,10,1200,78,0,
25,2608,1,0,28,1200,32,0,
26,1,4152,0,74,1200,9,0,
27,4152,1,0,35,1200,35,0,
28,1,4543,0,89,1200,22,0,
29,4543,1,0,70,1200,46,0,
30,1,4584,0,54,1200,11,0,
31,4584,1,0,14,1200,85,0,
32,1,5020,0,88,1200,93,0,
33,5020,1,0,94,1200,76,0,
34,1,5022,0,4,1200,31,0,
35,5022,1,0,89,1200,15,0,
36,1,5996,0,35,1200,7,0,
37,5996,1,0,39,1200,96,0,
38,2,24,0,93,1200,90,0,
39,24,2,0,72,1200,96,0,
40,2,511,0,81,1200,10,0,
41,511,2,0,99,1200,52,0,
42,2,984,0,29,1200,45,0,
43,984,2,0,50,1200,51,0,
44,2,1985,0,11,1200,22,0,
45,1985,2,0,72,1200,56,0,
46,2,3044,0,92,1200,82,0,
47,3044,2,0,37,1200,37,0,
48,2,3863,0,99,1200,17,0,
49,3863,2,0,26,1200,51,0,
50,3,369,0,54,1200,43,0,
51,369,3,0,27,1200,12,0,
52,3,867,0,79,1200,22,0,
53,867,3,0,20,1200,4,0,
54,3,1642,0,74,1200,58,0,
55,1642,3,0,5,1200,3,0,
56,3,2022,0,27,1200,56,0,
57,2022,3,0,26,1200,43,0,
58,3,2207,0,15,1200,98,0,
59,2207,3,0,25,1200,17,0,
60,3,2581,0,18,1200,6,0,
61,2581,3,0,23,1200,61,0,
62,3,3254,0,46,1200,94,0,
63,3254,3,0,31,1200,37,0,
64,3,3599,0,55,1200,42,0,
65,3599,3,0,65,1200,1,0,
66,3,4284,0,27,1200,9,0,
67,4284,3,0,15,1200,28,0,
68,3,4726,0,65,1200,68,0,
69,4726,3,0,14,1200,95,0,
70,3,5479,0,64,1200,45,0,
71,5479,3,0,97,1200,95,0,
72,4,574,0,46,1200,29,0,
73,574,4,0,2,1200,47,0,
74,4,799,0,36,1200,88,0,
75,799,4,0,41,1200,16,0,
76,4,944,0,20,1200,25,0,
77,944,4,0,19,1200,37,0,
78,4,1580,0,48,1200,8,0,
79,1580,4,0,11,1200,43,0,
80,4,2620,0,62,1200,13,0,
81,2620,4,0,62,1200,91,0,
82,4,2865,0,65,1200,11,0,
83,2865,4,0,15,1200,96,0,
84,4,3396,0,2,1200,94,0,
85,3396,4,0,66,1200,2,0,
86,4,3632,0,70,1200,10,0,
87,3632,4,0,59,1200,56,0,
88,4,4285,0,32,1200,96,0,
89,4285,4,0,9,1200,48,0,
90,4,4681,0,18,1200,77,0,
91,4681,4,0,69,1200,35,0,
92,4,4878,0,86,1200,59,0,
