NodeID,Capacity,Delay,Cost,Function
0,8000,5,7.5,1
1,8000,5,7.5,1
2,8000,5,7.5,
3,8000,5,7.5,
4,8000,5,7.5,
5,8000,5,7.5,
6,8000,5,7.5,3
7,8000,5,7.5,4
8,8000,5,7.5,
9,8000,5,7.5,
10,8000,5,7.5,
11,8000,5,7.5,
12,8000,5,7.5,
13,8000,5,7.5,5
14,8000,5,7.5,3
15,8000,5,7.5,
16,8000,5,7.5,
17,8000,5,7.5,
18,8000,5,7.5,
19,8000,5,7.5,5
20,8000,5,7.5,
21,8000,5,7.5,
22,8000,5,7.5,
23,8000,5,7.5,
24,8000,5,7.5,
25,8000,5,7.5,
26,8000,5,7.5,
27,8000,5,7.5,
28,8000,5,7.5,0
29,8000,5,7.5,3
30,8000,5,7.5,
31,8000,5,7.5,
32,8000,5,7.5,
33,8000,5,7.5,4|5
34,8000,5,7.5,5
35,8000,5,7.5,3
36,8000,5,7.5,
37,8000,5,7.5,
38,8000,5,7.5,
39,8000,5,7.5,
40,8000,5,7.5,
41,8000,5,7.5,2
42,8000,5,7.5,3
43,8000,5,7.5,
44,8000,5,7.5,
45,8000,5,7.5,
46,8000,5,7.5,
47,8000,5,7.5,3
48,8000,5,7.5,3
49,8000,5,7.5,
50,8000,5,7.5,2
51,8000,5,7.5,
52,8000,5,7.5,
53,8000,5,7.5,4
54,8000,5,7.5,2
55,8000,5,7.5,
56,8000,5,7.5,1
57,8000,5,7.5,
58,8000,5,7.5,
59,8000,5,7.5,
60,8000,5,7.5,5
61,8000,5,7.5,
62,8000,5,7.5,
63,8000,5,7.5,
64,8000,5,7.5,
65,8000,5,7.5,0|3
66,8000,5,7.5,
67,8000,5,7.5,
68,8000,5,7.5,
69,8000,5,7.5,
70,8000,5,7.5,
71,8000,5,7.5,
72,8000,5,7.5,
73,8000,5,7.5,
74,8000,5,7.5,
75,8000,5,7.5,1|3|4
76,8000,5,7.5,
77,8000,5,7.5,
78,8000,5,7.5,
79,8000,5,7.5,
80,8000,5,7.5,
81,8000,5,7.5,3
82,8000,5,7.5,
83,8000,5,7.5,
84,8000,5,7.5,2
85,8000,5,7.5,
86,8000,5,7.5,
87,8000,5,7.5,
88,8000,5,7.5,
89,8000,5,7.5,
90,8000,5,7.5,
91,8000,5,7.5,
92,8000,5,7.5,
93,8000,5,7.5,
94,8000,5,7.5,3
95,8000,5,7.5,
96,8000,5,7.5,
97,8000,5,7.5,
98,8000,5,7.5,
99,8000,5,7.5,
100,8000,5,7.5,
101,8000,5,7.5,
102,8000,5,7.5,4
103,8000,5,7.5,
104,8000,5,7.5,
105,8000,5,7.5,
106,8000,5,7.5,
107,8000,5,7.5,
108,8000,5,7.5,
109,8000,5,7.5,
