LinkID,SourceID,DestinationID,Peer ID,Cost,Bandwidth,Delay,SRLGNum,SRLGs
0,0,102,0,52,1200,2.977876715605654,0,
1,102,0,0,93,1200,2.6607231426966447,0,
2,1,102,0,15,1200,4.133448597314054,0,
3,102,1,0,72,1200,4.4285031384191464,0,
4,2,102,0,61,1200,3.0459979618751882,0,
5,102,2,0,21,1200,2.2885296532742623,0,
6,3,102,0,83,1200,4.821569793468812,0,
7,102,3,0,87,1200,3.192716063262567,0,
8,4,102,0,75,1200,3.5532540515824405,0,
9,102,4,0,75,1200,4.513130317721984,0,
10,5,102,0,88,1200,4.0270703511178425,0,
11,102,5,0,24,1200,4.205648357722316,0,
12,6,102,0,3,1200,2.6272148622131413,0,
13,102,6,0,22,1200,3.6243439214826974,0,
14,7,102,0,53,1200,4.087353198035247,0,
15,102,7,0,2,1200,2.685650065391899,0,
16,8,102,0,88,1200,2.5248647812878087,0,
17,102,8,0,30,1200,4.946505029988307,0,
18,9,102,0,38,1200,3.549907673813043,0,
19,102,9,0,2,1200,2.782487524491227,0,
20,10,59,0,64,1200,4.988761099273773,0,
21,59,10,0,60,1200,4.896258053866381,0,
22,10,13,0,21,1200,3.6748803608212928,0,
23,13,10,0,33,1200,4.647909029568019,0,
24,10,46,0,76,1200,2.566121325024138,0,
25,46,10,0,58,1200,2.8366140577765457,0,
26,11,66,0,22,1200,4.101073489918313,0,
27,66,11,0,89,1200,4.539983426714918,0,
28,12,13,0,49,1200,4.568972875634278,0,
29,13,12,0,91,1200,3.2135243813665704,0,
30,13,39,0,59,1200,4.663310296282879,0,
31,39,13,0,42,1200,4.552785346302539,0,
32,13,40,0,92,1200,4.806904982662843,0,
33,40,13,0,60,1200,4.3560219533418305,0,
34,13,41,0,80,1200,4.006964764142686,0,
35,41,13,0,15,1200,3.742059864309364,0,
36,13,43,0,62,1200,3.116848299685229,0,
37,43,13,0,62,1200,4.820400327373335,0,
38,13,45,0,47,1200,4.920991510265952,0,
39,45,13,0,62,1200,2.851762924212397,0,
40,13,46,0,51,1200,2.9160915810331804,0,
41,46,13,0,55,1200,3.45684126075868,0,
42,13,18,0,64,1200,3.345272428958742,0,
43,18,13,0,3,1200,4.983372387832462,0,
44,13,19,0,51,1200,2.5277757580320364,0,
45,19,13,0,7,1200,2.0542260908465626,0,
46,13,42,0,21,1200,3.481681145550304,0,
47,42,13,0,73,1200,2.536468127663986,0,
48,14,66,0,39,1200,3.09940635374858,0,
49,66,14,0,18,1200,4.232511569169687,0,
50,15,66,0,4,1200,4.162819772756388,0,
51,66,15,0,89,1200,2.9241823755571676,0,
52,16,66,0,60,1200,3.627620691664698,0,
53,66,16,0,14,1200,3.52644223051628,0,
54,17,66,0,9,1200,3.9089978545576862,0,
55,66,17,0,90,1200,2.7513854558167523,0,
56,20,43,0,53,1200,3.7696125426816316,0,
57,43,20,0,2,1200,4.936678574825027,0,
58,21,43,0,84,1200,3.460226458878365,0,
59,43,21,0,92,1200,4.7182963631556625,0,
60,22,43,0,60,1200,3.303183096531286,0,
61,43,22,0,71,1200,3.050235223084027,0,
62,23,43,0,44,1200,3.9353100860916945,0,
63,43,23,0,8,1200,4.006772178989299,0,
64,24,43,0,47,1200,4.592502695215709,0,
65,43,24,0,35,1200,2.690555804724666,0,
66,25,43,0,78,1200,3.497580139654257,0,
67,43,25,0,81,1200,3.7160125976275493,0,
68,26,43,0,36,1200,4.305662042918927,0,
69,43,26,0,50,1200,2.1308113152633013,0,
70,27,126,0,4,1200,4.983651532392023,0,
71,126,27,0,2,1200,3.4098335419728287,0,
72,28,126,0,6,1200,2.838681025390276,0,
73,126,28,0,54,1200,4.6504820667987765,0,
74,29,126,0,4,1200,4.243156321692242,0,
75,126,29,0,54,1200,4.85921554107186,0,
76,30,126,0,93,1200,2.992250914011541,0,
77,126,30,0,63,1200,3.65829490050647,0,
78,31,126,0,18,1200,3.716877407512515,0,
79,126,31,0,90,1200,4.940994751148137,0,
80,32,126,0,44,1200,2.226038768018385,0,
81,126,32,0,34,1200,2.9170910578615454,0,
82,33,126,0,74,1200,2.572733093451038,0,
83,126,33,0,62,1200,2.8054245706704704,0,
84,34,126,0,14,1200,3.455839622828947,0,
85,126,34,0,95,1200,3.118060601282148,0,
86,35,126,0,48,1200,3.1840744004284165,0,
87,126,35,0,15,1200,4.532639422178934,0,
88,36,126,0,72,1200,4.790050504432496,0,
89,126,36,0,78,1200,2.2112483925486317,0,
90,37,43,0,87,1200,2.6267561528460805,0,
91,43,37,0,62,1200,4.013430550472152,0,
92,38,43,0,40,1200,3.0759403438884916,0,
93,43,38,0,85,1200,2.7624909472092165,0,
94,43,44,0,80,1200,2.885871765256816,0,
95,44,43,0,82,1200,2.9676522927158016,0,
96,43,65,0,53,1200,4.546009384774023,0,
97,65,43,0,24,1200,2.4098639943260864,0,
98,43,68,0,26,1200,4.126732990730356,0,
99,68,43,0,89,1200,3.658459930723723,0,
100,43,89,0,60,1200,2.8895304309433953,0,
101,89,43,0,41,1200,3.2593425693388296,0,
102,43,90,0,29,1200,2.768620830783374,0,
103,90,43,0,15,1200,3.8345411325970415,0,
104,43,91,0,45,1200,2.244782541200721,0,
105,91,43,0,65,1200,2.0155545883219603,0,
106,43,92,0,89,1200,3.8836832448459084,0,
107,92,43,0,71,1200,2.582821860536127,0,
108,43,93,0,9,1200,2.212822750999783,0,
109,93,43,0,88,1200,3.190351481641665,0,
110,43,94,0,1,1200,2.1523055931181907,0,
111,94,43,0,8,1200,4.659851446851979,0,
112,43,95,0,88,1200,2.0828503156211142,0,
113,95,43,0,63,1200,3.7365946865226762,0,
114,43,96,0,11,1200,3.315422369054261,0,
115,96,43,0,81,1200,4.016078405885598,0,
116,43,97,0,8,1200,2.984458002424196,0,
117,97,43,0,35,1200,2.4651248501832326,0,
118,43,98,0,35,1200,4.945522664931593,0,
119,98,43,0,33,1200,4.5168005062080905,0,
120,43,99,0,5,1200,4.581213854935026,0,
121,99,43,0,41,1200,2.7507540815475924,0,
122,43,100,0,28,1200,2.1165042032882697,0,
123,100,43,0,7,1200,2.9097965440196685,0,
124,43,113,0,73,1200,3.611247281589966,0,
125,113,43,0,72,1200,2.9799537253881225,0,
126,43,114,0,12,1200,4.483607011362766,0,
127,114,43,0,34,1200,2.8146287474592255,0,
128,43,115,0,33,1200,4.895755491172309,0,
129,115,43,0,48,1200,3.3717954848411855,0,
130,43,116,0,23,1200,4.526069225035944,0,
131,116,43,0,62,1200,2.583140101984619,0,
132,43,117,0,88,1200,3.2340617151700357,0,
133,117,43,0,37,1200,4.098536632301581,0,
134,43,118,0,99,1200,2.415059277253404,0,
135,118,43,0,44,1200,2.3982362667289094,0,
136,46,66,0,86,1200,4.9086106013424775,0,
137,66,46,0,91,1200,4.1437853125398565,0,
138,46,60,0,35,1200,2.1232025503036276,0,
139,60,46,0,65,1200,3.1964627043343836,0,
140,47,50,0,99,1200,3.3005622127422263,0,
141,50,47,0,47,1200,4.232127928997346,0,
142,48,50,0,78,1200,2.7525815820399835,0,
143,50,48,0,3,1200,2.5530010229941102,0,
144,49,50,0,1,1200,2.242618899851593,0,
145,50,49,0,5,1200,3.284943424820323,0,
146,50,64,0,90,1200,4.0654997022960995,0,
147,64,50,0,14,1200,2.174580786525331,0,
148,50,72,0,27,1200,4.745641182879441,0,
149,72,50,0,9,1200,3.3270566891933133,0,
150,50,55,0,79,1200,2.71936207747221,0,
151,55,50,0,15,1200,2.2816198702438752,0,
152,50,56,0,90,1200,2.548597991321922,0,
153,56,50,0,42,1200,4.803841992019129,0,
154,50,57,0,77,1200,3.914811781530051,0,
155,57,50,0,51,1200,3.5500887722797,0,
156,50,58,0,63,1200,3.9713339855005003,0,
157,58,50,0,96,1200,3.307018696033673,0,
158,50,59,0,52,1200,4.1901179496854555,0,
159,59,50,0,96,1200,2.1431483830749465,0,
160,50,61,0,4,1200,3.698111631482229,0,
161,61,50,0,94,1200,2.475939342927473,0,
162,50,62,0,23,1200,2.3604939434169268,0,
163,62,50,0,15,1200,3.0256390001492046,0,
164,50,63,0,43,1200,2.2753971974403258,0,
165,63,50,0,29,1200,2.2824709648056802,0,
166,51,72,0,36,1200,2.9342399281738825,0,
167,72,51,0,13,1200,4.938531585864526,0,
168,52,72,0,32,1200,2.5259908096680155,0,
169,72,52,0,71,1200,2.0514833054952506,0,
170,53,72,0,59,1200,4.290093269011733,0,
171,72,53,0,86,1200,4.420738931152338,0,
172,54,72,0,28,1200,3.0389129632682024,0,
173,72,54,0,66,1200,3.394021438818834,0,
174,59,60,0,42,1200,3.94932104792829,0,
175,60,59,0,45,1200,2.144176772591101,0,
176,60,102,0,62,1200,4.847437194774158,0,
177,102,60,0,57,1200,4.660041161894142,0,
178,66,67,0,6,1200,2.7826808700251418,0,
179,67,66,0,28,1200,2.045913620871154,0,
180,69,72,0,28,1200,4.800308924238449,0,
181,72,69,0,44,1200,3.5031196517457777,0,
182,70,72,0,84,1200,3.6181323452001877,0,
183,72,70,0,30,1200,4.051891308194423,0,
184,71,72,0,62,1200,3.8475534931697415,0,
185,72,71,0,75,1200,4.831674813682271,0,
186,72,73,0,92,1200,4.832754791375502,0,
187,73,72,0,89,1200,4.601596800665011,0,
188,72,74,0,62,1200,3.9092107923380337,0,
189,74,72,0,97,1200,4.402847884047199,0,
190,72,75,0,1,1200,4.031505027148945,0,
191,75,72,0,27,1200,3.7201011250158,0,
192,72,76,0,62,1200,2.3855010597017303,0,
193,76,72,0,77,1200,4.433612530208009,0,
194,72,77,0,3,1200,4.461918427231867,0,
195,77,72,0,70,1200,3.8778190103047185,0,
196,72,78,0,72,1200,4.461280531313804,0,
197,78,72,0,27,1200,3.954454315573364,0,
198,72,79,0,9,1200,2.620053079630236,0,
199,79,72,0,62,1200,2.821883381963401,0,
200,72,80,0,37,1200,2.6437673591251225,0,
201,80,72,0,97,1200,3.1317772496839273,0,
202,72,81,0,51,1200,2.1168893969307008,0,
203,81,72,0,44,1200,3.8547616530136786,0,
204,72,82,0,24,1200,3.0096626446661796,0,
205,82,72,0,79,1200,3.9671679061422265,0,
206,72,83,0,59,1200,3.156189862896695,0,
207,83,72,0,32,1200,4.04484100691837,0,
208,72,84,0,96,1200,3.02187370839272,0,
209,84,72,0,88,1200,2.7820835847077094,0,
210,72,85,0,52,1200,3.4881123628802184,0,
211,85,72,0,62,1200,4.078671076075818,0,
212,72,86,0,58,1200,3.045009813359592,0,
213,86,72,0,52,1200,4.809944455567122,0,
214,72,87,0,12,1200,2.1175589800269385,0,
215,87,72,0,39,1200,3.2538380951467363,0,
216,72,88,0,2,1200,4.902741654560742,0,
217,88,72,0,3,1200,3.6439156497442617,0,
218,72,126,0,56,1200,3.2704128269243555,0,
219,126,72,0,81,1200,3.705560851249875,0,
220,101,102,0,59,1200,3.727773725774254,0,
221,102,101,0,2,1200,4.194943265898921,0,
222,102,126,0,2,1200,2.3830691882673967,0,
223,126,102,0,92,1200,2.750049347648314,0,
224,103,126,0,54,1200,3.7416320370317298,0,
225,126,103,0,87,1200,4.601349821629166,0,
226,104,126,0,96,1200,3.685600076431321,0,
227,126,104,0,97,1200,2.7157905793710206,0,
228,105,126,0,1,1200,4.0395343397007375,0,
229,126,105,0,19,1200,4.2197262813421235,0,
230,106,126,0,2,1200,2.7147084572119384,0,
231,126,106,0,53,1200,3.1331866585288846,0,
232,107,126,0,44,1200,3.6029824205916903,0,
233,126,107,0,90,1200,3.489683572049233,0,
234,108,126,0,32,1200,3.1688542586576105,0,
235,126,108,0,70,1200,2.892905523527933,0,
