NodeID,Capacity,Delay,Cost,Function
0,8000,0.18420852139207217,17,
1,8000,0.2249870283890671,16,
2,8000,0.2920062457134044,15,
3,8000,0.22044765259463495,15,0|2|3
4,8000,0.25842578793053034,5,2
5,8000,0.26605151985426456,14,
6,8000,0.2588125947598162,2,
7,8000,0.15365332613696997,11,
8,8000,0.1017569864806128,19,
9,8000,0.14614615849833423,7,
10,8000,0.27243371173807807,6,
11,8000,0.0823842295314665,2,2|3
12,8000,0.1758981730165602,6,
13,8000,0.10447315846825458,18,1
14,8000,0.19323288139282951,2,0
15,8000,0.265100323107196,18,
16,8000,0.26949179200279627,15,
17,8000,0.10535472438893008,19,1
18,8000,0.2764618951188793,2,
19,8000,0.19593162839942752,6,
20,8000,0.13430565290857996,1,
21,8000,0.22558620487371595,15,
22,8000,0.1678250819308494,10,
23,8000,0.1413868354811749,19,
24,8000,0.22479651289564828,17,
25,8000,0.10842465937972343,5,4
26,8000,0.12921439489987013,4,
27,8000,0.1557852203445092,10,3
28,8000,0.10968895433765037,17,1|5
29,8000,0.14832653212926136,10,3
30,8000,0.19072562142727773,17,
31,8000,0.23394833453222041,5,0
32,8000,0.2406346875426858,2,
33,8000,0.25481153972855675,6,
34,8000,0.234773972520541,2,
35,8000,0.2186650539097118,13,0|5
36,8000,0.10556415017957983,11,
37,8000,0.14705683768236633,11,
38,8000,0.16681729717445806,16,
39,8000,0.06613728703180533,11,
40,8000,0.17973438093078836,19,
41,8000,0.15626563705967178,15,
42,8000,0.2495378585018172,16,
43,8000,0.29436467053233906,11,
44,8000,0.1867812848538591,16,
45,8000,0.12728502901078384,8,
46,8000,0.05606719974103405,4,
47,8000,0.280784049207017,8,
48,8000,0.2793745073960582,4,
49,8000,0.10951249283725649,3,
50,8000,0.2223298363921951,3,
51,8000,0.06423580950789116,18,
52,8000,0.08738493513685949,19,
53,8000,0.10028632217955526,19,5
54,8000,0.12009595644405462,5,2
55,8000,0.2989370006324895,18,
56,8000,0.2227158892452728,10,
57,8000,0.14297146700170107,6,5
58,8000,0.2329606799899699,1,
59,8000,0.27838985712562214,5,
60,8000,0.28946911388900076,9,
61,8000,0.05975529392821538,12,
62,8000,0.1456030586450731,14,
63,8000,0.07222279681365051,2,
64,8000,0.13059331652322562,17,3
65,8000,0.08826837549336922,14,
66,8000,0.20994633222552456,13,
67,8000,0.1440084379174174,9,
68,8000,0.10349566015476216,15,
69,8000,0.11281417086588093,15,2|4
70,8000,0.1368879992773434,11,
71,8000,0.11128721502783699,16,4
72,8000,0.1605764159413519,17,
73,8000,0.053240567532960865,4,
74,8000,0.11633969432808115,1,
75,8000,0.14985771382240748,8,2|5
76,8000,0.19870937991594112,17,
77,8000,0.11409419884135812,3,3
78,8000,0.07896220693205618,15,
79,8000,0.06443109679778661,15,
80,8000,0.2848356159195228,14,
81,8000,0.1512429597233122,14,0
82,8000,0.1931964684011107,2,
83,8000,0.2793900207180677,13,4
84,8000,0.06610084710900306,14,
85,8000,0.26854867891107714,19,
86,8000,0.18565490749873786,7,1
87,8000,0.08703273658993524,3,
88,8000,0.14987005472926912,15,
89,8000,0.24328858235248252,14,4
90,8000,0.16749437087592045,11,
91,8000,0.2962479429197036,15,4
92,8000,0.1410684373341749,13,
93,8000,0.23614246649389836,18,
94,8000,0.14521230948960906,6,0|1
95,8000,0.25643687628016115,3,
96,8000,0.19011577463726564,19,
97,8000,0.06119551654545034,15,
98,8000,0.0543895762471778,5,
99,8000,0.07913229029416147,10,
100,8000,0.048486351030884306,7,
101,8000,0.06421656038987789,17,
102,8000,0.22138717127807256,7,
103,8000,0.1812583001325131,12,5
104,8000,0.23622724111484283,17,
105,8000,0.27785726682569895,13,
106,8000,0.19421313074299534,4,
107,8000,0.23016081523832127,10,
108,8000,0.23805570652082625,3,
109,8000,0.14135189006532556,9,
110,8000,0.10647663224405612,13,
111,8000,0.09728655876916385,18,
112,8000,0.1091178220755086,15,
113,8000,0.11505660824160674,4,
114,8000,0.0978430504970544,15,1
115,8000,0.268946270207194,2,
116,8000,0.23803477870391831,15,
117,8000,0.05695859928676108,8,
118,8000,0.11351148291645338,8,
119,8000,0.05065710921772691,17,
120,8000,0.17203212259470269,12,
121,8000,0.16643372768119863,19,
122,8000,0.25699972996593784,10,
123,8000,0.12348319614161761,9,
124,8000,0.2531783624793309,5,
125,8000,0.29183331018715486,6,
126,8000,0.06754409695823987,2,
