DemandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,SfcNum,SfcRequest
0,11,186,0,76.56494419639286,117.04273403773077,0,0,-1,0,3,3|4|0
1,93,41,0,89.0789850729337,83.71926918154627,0,0,-1,0,3,2|5|1
2,62,41,0,97.6698566028137,118.84756857002547,0,0,-1,0,3,3|5|2
3,142,56,0,94.69326673105707,35.195287916051484,0,0,-1,0,3,5|2|0
4,164,117,0,113.0622367602029,37.12902584633818,0,0,-1,0,3,1|2|5
5,67,191,0,113.6323999834073,49.81960880849721,0,0,-1,0,3,4|3|5
6,35,130,0,91.52943691942433,104.72132006333324,0,0,-1,0,3,3|0|4
7,152,119,0,83.94480139156991,84.83117512821704,0,0,-1,0,3,4|2|0
8,137,192,0,90.48390780126802,42.28501415121688,0,0,-1,0,3,2|5|0
9,0,184,0,84.20539242449561,65.84498420647577,0,0,-1,0,3,5|2|1
10,125,4,0,144.4075357683087,36.33975413718647,0,0,-1,0,3,0|2|4
11,42,67,0,102.73375842921692,116.07991966082008,0,0,-1,0,3,4|5|3
12,193,186,0,82.4149102897243,53.889152999717204,0,0,-1,0,3,5|1|2
13,1,18,0,106.70003838513288,17.414036092133824,0,0,-1,0,3,5|0|1
14,165,25,0,50.17040315809436,98.06517619478687,0,0,-1,0,3,0|3|2
15,49,48,0,81.80841733167854,56.40698038178446,0,0,-1,0,3,4|3|1
16,99,67,0,63.077961325794824,86.62506539601787,0,0,-1,0,3,3|2|5
17,142,169,0,102.24653515703154,30.888765399440086,0,0,-1,0,3,5|3|1
18,14,148,0,70.92178252773905,92.27731164169705,0,0,-1,0,3,5|4|0
19,149,122,0,93.97735480250446,16.256753770155296,0,0,-1,0,3,4|5|1
20,47,17,0,122.98307024354473,54.41531064501052,0,0,-1,0,3,4|0|1
21,107,168,0,88.0296225657898,112.81768835100699,0,0,-1,0,3,4|5|2
22,183,80,0,65.92865454896825,24.39661103402021,0,0,-1,0,3,1|2|3
23,117,80,0,101.60079831082805,78.32751810424021,0,0,-1,0,3,0|5|3
24,139,180,0,131.0184864185825,83.46495240838419,0,0,-1,0,3,2|4|0
25,190,141,0,67.58845352808356,76.53128097332463,0,0,-1,0,3,1|2|4
26,13,23,0,81.74273653702723,14.849543797895503,0,0,-1,0,3,5|3|2
27,33,163,0,73.64928018355711,70.68484632390303,0,0,-1,0,3,2|1|3
28,179,27,0,93.65357366958125,34.467708930023086,0,0,-1,0,3,3|0|5
29,117,89,0,115.70224216130241,12.603087817159668,0,0,-1,0,3,2|1|4
30,66,45,0,81.85674734509891,21.924280193618223,0,0,-1,0,3,4|2|0
31,147,48,0,50.369589973967436,10.186040604049241,0,0,-1,0,3,2|0|3
32,0,77,0,70.89705412385314,96.43347102253381,0,0,-1,0,3,2|1|3
33,82,119,0,90.70592846597731,66.22913965620458,0,0,-1,0,3,3|5|1
34,188,43,0,99.09430945287623,66.69972109067382,0,0,-1,0,3,5|0|2
35,37,6,0,71.80414981317846,77.24013703667481,0,0,-1,0,3,0|1|3
36,116,106,0,113.71264979731554,89.01805070488875,0,0,-1,0,3,5|4|1
37,102,62,0,92.38132697626337,95.62624474440575,0,0,-1,0,3,1|0|4
38,178,132,0,109.06500654091867,110.92170159009842,0,0,-1,0,3,3|0|1
39,34,118,0,122.3510275881714,114.50435692874716,0,0,-1,0,3,5|4|2
40,190,121,0,125.08852421911293,102.38491766261129,0,0,-1,0,3,3|2|1
41,133,124,0,111.39915252636345,58.3859852591393,0,0,-1,0,3,5|1|2
42,60,69,0,66.93591664414546,25.22114676677713,0,0,-1,0,3,2|5|0
43,177,39,0,73.47486987385085,55.635468548804,0,0,-1,0,3,5|1|0
44,119,106,0,118.672420653291,52.84244939336354,0,0,-1,0,3,0|1|3
45,178,5,0,103.39009161091155,10.648569194239238,0,0,-1,0,3,4|3|5
46,173,103,0,81.41947849738425,111.14957827358735,0,0,-1,0,3,5|1|3
47,83,54,0,55.47784032548406,93.73526786834299,0,0,-1,0,3,3|2|4
48,159,39,0,75.50429935744343,83.64047290819018,0,0,-1,0,3,1|5|3
49,55,119,0,91.82928983672551,28.45680577045825,0,0,-1,0,3,5|2|4
50,6,79,0,83.79828959469094,113.56176583954407,0,0,-1,0,3,4|3|5
51,151,176,0,81.92068636488264,86.69123027453495,0,0,-1,0,3,5|1|0
52,175,153,0,88.87094346085067,48.19241418392939,0,0,-1,0,3,0|4|5
53,94,17,0,81.65205087668735,103.4533189699535,0,0,-1,0,3,4|2|0
54,187,151,0,28.34631193927399,101.38041207796637,0,0,-1,0,3,2|5|1
55,115,62,0,89.72203970645538,47.00362818805128,0,0,-1,0,3,3|4|5
56,87,71,0,43.48823962976651,66.82899768864276,0,0,-1,0,3,4|2|0
57,165,182,0,91.66051762214204,20.235868561013884,0,0,-1,0,3,3|5|0
58,177,62,0,53.15607203219202,62.058653763547724,0,0,-1,0,3,2|4|5
59,108,190,0,111.74028761450344,87.31404364043458,0,0,-1,0,3,4|2|5
