NodeID,Capacity,Delay,Cost,Function
0,8000,0.12713018722371044,12,
1,8000,0.09891924178411889,13,3
2,8000,0.12851182480536824,8,
3,8000,0.07553934361390906,18,
4,8000,0.2720844565886732,1,
5,8000,0.1963660756562824,15,
6,8000,0.21817109138184487,8,0|2
7,8000,0.24623866584487125,11,1
8,8000,0.1721027607269096,12,1
9,8000,0.06716467346229305,12,
10,8000,0.18196216816372968,4,
11,8000,0.19464448509532417,16,5
12,8000,0.23508706591700412,4,
13,8000,0.15507318428856826,5,
14,8000,0.07753297721286875,5,
15,8000,0.11736285597867474,8,
16,8000,0.13758598558165194,10,
17,8000,0.20970889653955832,17,
18,8000,0.19054846769057254,9,
19,8000,0.13580466510395078,19,
20,8000,0.2965613884422098,14,
21,8000,0.19947257893600623,8,
22,8000,0.10549283189267859,9,1
23,8000,0.07095453051820295,11,1|4
24,8000,0.08397908049200467,1,5
25,8000,0.10771922073804957,14,
26,8000,0.08597375018118669,5,0|4
27,8000,0.09257459113308297,14,
28,8000,0.11769926801693101,4,0
29,8000,0.08921026680016247,1,
30,8000,0.27367518327973844,19,
31,8000,0.06545960514371876,8,
32,8000,0.17875040434041495,15,
33,8000,0.14965119088236367,15,
34,8000,0.2955065473116946,9,
35,8000,0.07356992005285334,9,0
36,8000,0.1464531777566641,10,
37,8000,0.29221496048521906,9,
38,8000,0.265704317102965,3,
39,8000,0.2533533780920664,11,4
40,8000,0.11076522089645965,6,3
41,8000,0.08857633478446678,2,
42,8000,0.2155040210807299,7,
43,8000,0.28199087722753435,18,
44,8000,0.1869745377185521,2,
45,8000,0.19076123581482446,17,
46,8000,0.11639466888337247,11,
47,8000,0.2412206979639439,12,
48,8000,0.09269615588216845,19,
49,8000,0.12753820528308213,7,
50,8000,0.15348629184718626,6,2
51,8000,0.174440646564536,1,
52,8000,0.10681448176584546,17,
53,8000,0.0742833903084969,11,
54,8000,0.2007081108226163,18,
55,8000,0.11860079107626523,17,1|4
56,8000,0.19321574646276612,7,3
57,8000,0.08436249239492158,17,0
58,8000,0.16769072597297846,9,
59,8000,0.1808103053006544,17,2
60,8000,0.058215001889718856,8,
61,8000,0.13083409093944975,17,
62,8000,0.07927574261943843,7,0
63,8000,0.061160617470555775,1,
64,8000,0.297439859259436,13,
65,8000,0.12720023046855436,19,
66,8000,0.2515179836929319,19,
67,8000,0.10993336696475978,17,5
68,8000,0.21878319416710196,13,
69,8000,0.2388581042718701,16,
70,8000,0.1968878788550003,8,0
71,8000,0.16525192808029038,19,3|4
72,8000,0.15001943310755347,18,
73,8000,0.13396140796846379,1,
74,8000,0.2820299317831956,14,
75,8000,0.25680794898587095,19,
76,8000,0.2910818622199607,15,
77,8000,0.0766957919888139,18,
78,8000,0.2313712061769293,2,
79,8000,0.28427681648936465,17,
80,8000,0.09121443187224335,18,
81,8000,0.06195654817852826,6,
82,8000,0.23398576556896505,19,
83,8000,0.19149064386087755,4,
84,8000,0.25966633807335937,1,
85,8000,0.08064195603970381,8,
86,8000,0.24779316452427202,7,4
87,8000,0.09641496661217486,3,3
88,8000,0.08673226543075466,10,5
89,8000,0.0868877784724032,10,
90,8000,0.2527165536590024,19,
91,8000,0.21462529127753105,14,5
92,8000,0.17838168331612542,2,
93,8000,0.13650177345149314,1,
94,8000,0.26868613790734264,18,
95,8000,0.14507350239277203,7,
96,8000,0.25323285706525217,8,
97,8000,0.1569794016854057,1,4
98,8000,0.14112082950335142,3,
99,8000,0.16298334534574965,8,
100,8000,0.12185135791185622,15,
101,8000,0.23564039194494402,5,
102,8000,0.1731936994735822,3,
103,8000,0.10421423726243842,19,
104,8000,0.27439151618501495,1,
105,8000,0.14289226145016892,15,
106,8000,0.1836059795840671,8,
107,8000,0.27615038829595945,2,2
108,8000,0.20418068895806796,3,1|3
109,8000,0.07480900038063285,14,
110,8000,0.28465719152143615,14,
111,8000,0.20506555353321154,11,
112,8000,0.13040093173755696,16,
113,8000,0.08051437852916375,4,
114,8000,0.2474764232639255,5,3
115,8000,0.20311855276177093,14,
116,8000,0.18103257845396198,16,
117,8000,0.2729426086779942,18,5
118,8000,0.24609228886225532,7,
119,8000,0.08367709433185155,10,
120,8000,0.12448912728786479,7,
121,8000,0.10836473065268877,1,
122,8000,0.23470630460603265,19,
123,8000,0.05355077085762374,16,
124,8000,0.19032186964218573,19,
125,8000,0.2394269648638761,4,
126,8000,0.2685752373742461,18,
127,8000,0.1322308459225564,2,
128,8000,0.2544206126913633,1,
129,8000,0.07321109292357784,15,2
130,8000,0.2608453343923021,5,
131,8000,0.07750960889465552,11,
132,8000,0.14630825909289363,10,
133,8000,0.2483103182737862,2,
134,8000,0.08322894397393732,3,
135,8000,0.10345910578432357,12,
136,8000,0.2291744049402319,5,
137,8000,0.22860931681924895,5,5
138,8000,0.20849264638575082,6,
139,8000,0.22195685333911053,9,1|2
140,8000,0.18339473305363702,2,
141,8000,0.10920876002127296,12,
142,8000,0.13315247834349947,3,
143,8000,0.09130741778436355,12,2
144,8000,0.27665489314007524,17,
145,8000,0.1937649076653607,10,
146,8000,0.14721711127472817,14,
147,8000,0.16281147992925382,17,
148,8000,0.2865572516010129,18,
